#LCode	English Name	Script	Locale Level	Path Level	STStatus	Bailey	Section	Page	Header	Code	ST Link
tk	Turkmen	Latin	modern	moderate	n/a	dd.MM.y GGGGG	Date & Time	Islamic	Formats - Standard - Date Formats	short	http://st.unicode.org/cldr-apps/v#/tk//215c8b1544ca3544
tk	Turkmen	Latin	modern	modern	n/a	d	Date & Time	Islamic	Formats - Flexible - Date Formats	d	http://st.unicode.org/cldr-apps/v#/tk//1ee1ddcd7d8bb66d
tk	Turkmen	Latin	modern	modern	n/a	ccc	Date & Time	Islamic	Formats - Flexible - Date Formats	E	http://st.unicode.org/cldr-apps/v#/tk//66fec0dde8eb95c9
tk	Turkmen	Latin	modern	modern	n/a	d E	Date & Time	Islamic	Formats - Flexible - Date Formats	Ed	http://st.unicode.org/cldr-apps/v#/tk//2ece4b1f7d4b23e6
tk	Turkmen	Latin	modern	modern	n/a	G y	Date & Time	Islamic	Formats - Flexible - Date Formats	Gy	http://st.unicode.org/cldr-apps/v#/tk//3be8ee5771c34cba
tk	Turkmen	Latin	modern	modern	n/a	GGGGG y-MM-dd	Date & Time	Islamic	Formats - Flexible - Date Formats	GyMd	http://st.unicode.org/cldr-apps/v#/tk//246023f9e43e1159
tk	Turkmen	Latin	modern	modern	n/a	G y MMM	Date & Time	Islamic	Formats - Flexible - Date Formats	GyMMM	http://st.unicode.org/cldr-apps/v#/tk//b801b9b83ec60e2
tk	Turkmen	Latin	modern	modern	n/a	G y MMM d	Date & Time	Islamic	Formats - Flexible - Date Formats	GyMMMd	http://st.unicode.org/cldr-apps/v#/tk//32a5b350fefa0986
tk	Turkmen	Latin	modern	modern	n/a	G y MMM d, E	Date & Time	Islamic	Formats - Flexible - Date Formats	GyMMMEd	http://st.unicode.org/cldr-apps/v#/tk//6be62c254829292
tk	Turkmen	Latin	modern	modern	n/a	L	Date & Time	Islamic	Formats - Flexible - Date Formats	M	http://st.unicode.org/cldr-apps/v#/tk//37d148a13a0d5162
tk	Turkmen	Latin	modern	modern	n/a	dd.MM	Date & Time	Islamic	Formats - Flexible - Date Formats	Md	http://st.unicode.org/cldr-apps/v#/tk//ea904f88ae885a5
tk	Turkmen	Latin	modern	modern	n/a	dd.MM E	Date & Time	Islamic	Formats - Flexible - Date Formats	MEd	http://st.unicode.org/cldr-apps/v#/tk//e6a87a572ac1d60
tk	Turkmen	Latin	modern	modern	n/a	LLL	Date & Time	Islamic	Formats - Flexible - Date Formats	MMM	http://st.unicode.org/cldr-apps/v#/tk//382061b1303ebadd
tk	Turkmen	Latin	modern	modern	n/a	d MMM	Date & Time	Islamic	Formats - Flexible - Date Formats	MMMd	http://st.unicode.org/cldr-apps/v#/tk//bb8568d0150301b
tk	Turkmen	Latin	modern	modern	n/a	d MMM E	Date & Time	Islamic	Formats - Flexible - Date Formats	MMMEd	http://st.unicode.org/cldr-apps/v#/tk//6145a067da266b7a
tk	Turkmen	Latin	modern	modern	n/a	d MMMM	Date & Time	Islamic	Formats - Flexible - Date Formats	MMMMd	http://st.unicode.org/cldr-apps/v#/tk//60cefbae6b5b25fa
tk	Turkmen	Latin	modern	modern	n/a	d MMMM E	Date & Time	Islamic	Formats - Flexible - Date Formats	MMMMEd	http://st.unicode.org/cldr-apps/v#/tk//16f3c369283ee22
tk	Turkmen	Latin	modern	modern	n/a	y	Date & Time	Islamic	Formats - Flexible - Date Formats	y	http://st.unicode.org/cldr-apps/v#/tk//64428eb55d6a9834
tk	Turkmen	Latin	modern	modern	n/a	MM.y	Date & Time	Islamic	Formats - Flexible - Date Formats	yM	http://st.unicode.org/cldr-apps/v#/tk//2f7aad107cd8beda
tk	Turkmen	Latin	modern	modern	n/a	dd.MM.y	Date & Time	Islamic	Formats - Flexible - Date Formats	yMd	http://st.unicode.org/cldr-apps/v#/tk//df23586d18e1e73
tk	Turkmen	Latin	modern	modern	n/a	dd.MM.y E	Date & Time	Islamic	Formats - Flexible - Date Formats	yMEd	http://st.unicode.org/cldr-apps/v#/tk//1b17964d5c234b8d
tk	Turkmen	Latin	modern	modern	n/a	MMM y	Date & Time	Islamic	Formats - Flexible - Date Formats	yMMM	http://st.unicode.org/cldr-apps/v#/tk//6dd80e4d8c7080
tk	Turkmen	Latin	modern	modern	n/a	d MMM y	Date & Time	Islamic	Formats - Flexible - Date Formats	yMMMd	http://st.unicode.org/cldr-apps/v#/tk//3994bcff8f7fef21
tk	Turkmen	Latin	modern	modern	n/a	d MMM y E	Date & Time	Islamic	Formats - Flexible - Date Formats	yMMMEd	http://st.unicode.org/cldr-apps/v#/tk//2aecc1703c4ad495
tk	Turkmen	Latin	modern	modern	n/a	MMMM y	Date & Time	Islamic	Formats - Flexible - Date Formats	yMMMM	http://st.unicode.org/cldr-apps/v#/tk//46517841e282f112
tk	Turkmen	Latin	modern	modern	n/a	G y	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyy	http://st.unicode.org/cldr-apps/v#/tk//684f69c08a11718b
tk	Turkmen	Latin	modern	modern	n/a	GGGGG y-MM	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyM	http://st.unicode.org/cldr-apps/v#/tk//3b645a934e3921a0
tk	Turkmen	Latin	modern	modern	n/a	GGGGG y-MM-dd	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyMd	http://st.unicode.org/cldr-apps/v#/tk//12ec450a466eb06b
tk	Turkmen	Latin	modern	modern	n/a	GGGGG y-MM-dd, E	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyMEd	http://st.unicode.org/cldr-apps/v#/tk//6c5167898e38537e
tk	Turkmen	Latin	modern	modern	n/a	G y MMM	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyMMM	http://st.unicode.org/cldr-apps/v#/tk//3a0fe77d61f8b054
tk	Turkmen	Latin	modern	modern	n/a	G y MMM d	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyMMMd	http://st.unicode.org/cldr-apps/v#/tk//157f67782390eb4d
tk	Turkmen	Latin	modern	modern	n/a	G y MMM d, E	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyMMMEd	http://st.unicode.org/cldr-apps/v#/tk//6d4f006e8aebbe50
tk	Turkmen	Latin	modern	modern	n/a	G y MMMM	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyMMMM	http://st.unicode.org/cldr-apps/v#/tk//504fbfc7d256c03d
tk	Turkmen	Latin	modern	modern	n/a	G y QQQ	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyQQQ	http://st.unicode.org/cldr-apps/v#/tk//27412ee7b37a6f9d
tk	Turkmen	Latin	modern	modern	n/a	G y QQQQ	Date & Time	Islamic	Formats - Flexible - Date Formats	yyyyQQQQ	http://st.unicode.org/cldr-apps/v#/tk//1df833ac804a5317
to	Tongan	Latin	modern	moderate	n/a	AED	Currencies	Western Asia (C)	Western Asia: United Arab Emirates	AED-name	http://st.unicode.org/cldr-apps/v#/to//17d4e6f6de04303
to	Tongan	Latin	modern	moderate	n/a	AED	Currencies	Western Asia (C)	Western Asia: United Arab Emirates	AED-name-other	http://st.unicode.org/cldr-apps/v#/to//fc25f99c4635c72
to	Tongan	Latin	modern	moderate	n/a	AFN	Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-name	http://st.unicode.org/cldr-apps/v#/to//2143c475bfc49789
to	Tongan	Latin	modern	moderate	n/a	AFN	Currencies	Southern Asia (C)	Southern Asia: Afghanistan	AFN-name-other	http://st.unicode.org/cldr-apps/v#/to//273f773c35b87f71
to	Tongan	Latin	modern	moderate	n/a	ALL	Currencies	Southern/Eastern Europe	Southern Europe: Albania	ALL-name	http://st.unicode.org/cldr-apps/v#/to//1ce68db09f27168e
to	Tongan	Latin	modern	moderate	n/a	ALL	Currencies	Southern/Eastern Europe	Southern Europe: Albania	ALL-name-other	http://st.unicode.org/cldr-apps/v#/to//f6bed620b8beb7e
to	Tongan	Latin	modern	moderate	n/a	AMD	Currencies	Western Asia (C)	Western Asia: Armenia	AMD-name	http://st.unicode.org/cldr-apps/v#/to//18297165f42739ce
to	Tongan	Latin	modern	moderate	n/a	AMD	Currencies	Western Asia (C)	Western Asia: Armenia	AMD-name-other	http://st.unicode.org/cldr-apps/v#/to//248acb20005694b7
to	Tongan	Latin	modern	moderate	n/a	ANG	Currencies	North America (C)	Caribbean: Curaçao	ANG-name	http://st.unicode.org/cldr-apps/v#/to//2fa097bfd08b05c6
to	Tongan	Latin	modern	moderate	n/a	ANG	Currencies	North America (C)	Caribbean: Curaçao	ANG-name-other	http://st.unicode.org/cldr-apps/v#/to//584d29f39cc09fd6
to	Tongan	Latin	modern	moderate	n/a	AOA	Currencies	Middle Africa	Middle Africa: Angola	AOA-name	http://st.unicode.org/cldr-apps/v#/to//72351897bd713ef8
to	Tongan	Latin	modern	moderate	n/a	AOA	Currencies	Middle Africa	Middle Africa: Angola	AOA-name-other	http://st.unicode.org/cldr-apps/v#/to//5c5497e75f927e58
to	Tongan	Latin	modern	moderate	n/a	ARS	Currencies	South America (C)	South America: Argentina	ARS-name	http://st.unicode.org/cldr-apps/v#/to//29cc40c679e6357d
to	Tongan	Latin	modern	moderate	n/a	ARS	Currencies	South America (C)	South America: Argentina	ARS-name-other	http://st.unicode.org/cldr-apps/v#/to//5a22a27bff0bee86
to	Tongan	Latin	modern	moderate	n/a	AWG	Currencies	North America (C)	Caribbean: Aruba	AWG-name	http://st.unicode.org/cldr-apps/v#/to//3baefce3ed4a8693
to	Tongan	Latin	modern	moderate	n/a	AWG	Currencies	North America (C)	Caribbean: Aruba	AWG-name-other	http://st.unicode.org/cldr-apps/v#/to//5b9bb059570cff3
to	Tongan	Latin	modern	moderate	n/a	AZN	Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-name	http://st.unicode.org/cldr-apps/v#/to//77b8c3e5586e1df9
to	Tongan	Latin	modern	moderate	n/a	AZN	Currencies	Western Asia (C)	Western Asia: Azerbaijan	AZN-name-other	http://st.unicode.org/cldr-apps/v#/to//12c8763115f6781b
to	Tongan	Latin	modern	moderate	n/a	BAM	Currencies	Southern/Eastern Europe	Southern Europe: Bosnia & Herzegovina	BAM-name	http://st.unicode.org/cldr-apps/v#/to//668f69fe857aa10e
to	Tongan	Latin	modern	moderate	n/a	BAM	Currencies	Southern/Eastern Europe	Southern Europe: Bosnia & Herzegovina	BAM-name-other	http://st.unicode.org/cldr-apps/v#/to//7059c57c6108edb4
to	Tongan	Latin	modern	moderate	n/a	BBD	Currencies	North America (C)	Caribbean: Barbados	BBD-name	http://st.unicode.org/cldr-apps/v#/to//5dd10a514bc04e9c
to	Tongan	Latin	modern	moderate	n/a	BBD	Currencies	North America (C)	Caribbean: Barbados	BBD-name-other	http://st.unicode.org/cldr-apps/v#/to//7f567380852f32f7
to	Tongan	Latin	modern	moderate	n/a	BDT	Currencies	Southern Asia (C)	Southern Asia: Bangladesh	BDT-name	http://st.unicode.org/cldr-apps/v#/to//6f73dc5b8778679
to	Tongan	Latin	modern	moderate	n/a	BDT	Currencies	Southern Asia (C)	Southern Asia: Bangladesh	BDT-name-other	http://st.unicode.org/cldr-apps/v#/to//7e800c0e24faa0b
to	Tongan	Latin	modern	moderate	n/a	BGN	Currencies	Southern/Eastern Europe	Eastern Europe: Bulgaria	BGN-name	http://st.unicode.org/cldr-apps/v#/to//2a5738a06188dd09
to	Tongan	Latin	modern	moderate	n/a	BGN	Currencies	Southern/Eastern Europe	Eastern Europe: Bulgaria	BGN-name-other	http://st.unicode.org/cldr-apps/v#/to//788350364fd22b46
to	Tongan	Latin	modern	moderate	n/a	BHD	Currencies	Western Asia (C)	Western Asia: Bahrain	BHD-name	http://st.unicode.org/cldr-apps/v#/to//6070425d4ecbab7d
to	Tongan	Latin	modern	moderate	n/a	BHD	Currencies	Western Asia (C)	Western Asia: Bahrain	BHD-name-other	http://st.unicode.org/cldr-apps/v#/to//5064a041f0381f43
to	Tongan	Latin	modern	moderate	n/a	BIF	Currencies	Eastern Africa	Eastern Africa: Burundi	BIF-name	http://st.unicode.org/cldr-apps/v#/to//62f6c9b0b2b720ee
to	Tongan	Latin	modern	moderate	n/a	BIF	Currencies	Eastern Africa	Eastern Africa: Burundi	BIF-name-other	http://st.unicode.org/cldr-apps/v#/to//7cd00a0b5471d2e0
to	Tongan	Latin	modern	moderate	n/a	BMD	Currencies	North America (C)	Northern America: Bermuda	BMD-name	http://st.unicode.org/cldr-apps/v#/to//56ef76ba1eaadf80
to	Tongan	Latin	modern	moderate	n/a	BMD	Currencies	North America (C)	Northern America: Bermuda	BMD-name-other	http://st.unicode.org/cldr-apps/v#/to//3a3ec1a0f4d3300b
to	Tongan	Latin	modern	moderate	n/a	BND	Currencies	Southeast Asia (C)	Southeast Asia: Brunei	BND-name	http://st.unicode.org/cldr-apps/v#/to//65e6786d67691d94
to	Tongan	Latin	modern	moderate	n/a	BND	Currencies	Southeast Asia (C)	Southeast Asia: Brunei	BND-name-other	http://st.unicode.org/cldr-apps/v#/to//194c1b97208a80c8
to	Tongan	Latin	modern	moderate	n/a	BOB	Currencies	South America (C)	South America: Bolivia	BOB-name	http://st.unicode.org/cldr-apps/v#/to//7c48ccfbe08394b7
to	Tongan	Latin	modern	moderate	n/a	BOB	Currencies	South America (C)	South America: Bolivia	BOB-name-other	http://st.unicode.org/cldr-apps/v#/to//2b210416349a8214
to	Tongan	Latin	modern	moderate	n/a	BRL	Currencies	South America (C)	South America: Brazil	BRL-name	http://st.unicode.org/cldr-apps/v#/to//42b92cc6fcad71da
to	Tongan	Latin	modern	moderate	n/a	BRL	Currencies	South America (C)	South America: Brazil	BRL-name-other	http://st.unicode.org/cldr-apps/v#/to//4b9cd8699b67c3b
to	Tongan	Latin	modern	moderate	n/a	BSD	Currencies	North America (C)	Caribbean: Bahamas	BSD-name	http://st.unicode.org/cldr-apps/v#/to//704da516fff5dbaa
to	Tongan	Latin	modern	moderate	n/a	BSD	Currencies	North America (C)	Caribbean: Bahamas	BSD-name-other	http://st.unicode.org/cldr-apps/v#/to//4ad43bd8b8cc70de
to	Tongan	Latin	modern	moderate	n/a	BTN	Currencies	Southern Asia (C)	Southern Asia: Bhutan	BTN-name	http://st.unicode.org/cldr-apps/v#/to//e5f3059a57dd7ec
to	Tongan	Latin	modern	moderate	n/a	BTN	Currencies	Southern Asia (C)	Southern Asia: Bhutan	BTN-name-other	http://st.unicode.org/cldr-apps/v#/to//b738acb7ba8b76d
to	Tongan	Latin	modern	moderate	n/a	BWP	Currencies	Southern Africa	Southern Africa: Botswana	BWP-name	http://st.unicode.org/cldr-apps/v#/to//1cb5cb416d226ab9
to	Tongan	Latin	modern	moderate	n/a	BWP	Currencies	Southern Africa	Southern Africa: Botswana	BWP-name-other	http://st.unicode.org/cldr-apps/v#/to//5e95c28352bc7fc8
to	Tongan	Latin	modern	moderate	n/a	BYN	Currencies	Southern/Eastern Europe	Eastern Europe: Belarus	BYN-name	http://st.unicode.org/cldr-apps/v#/to//6a2b565cfa0d2c8d
to	Tongan	Latin	modern	moderate	n/a	BYN	Currencies	Southern/Eastern Europe	Eastern Europe: Belarus	BYN-name-other	http://st.unicode.org/cldr-apps/v#/to//12f6b7c92038fe46
to	Tongan	Latin	modern	moderate	n/a	BZD	Currencies	North America (C)	Central America: Belize	BZD-name	http://st.unicode.org/cldr-apps/v#/to//27e10f3312c9bad0
to	Tongan	Latin	modern	moderate	n/a	BZD	Currencies	North America (C)	Central America: Belize	BZD-name-other	http://st.unicode.org/cldr-apps/v#/to//2eb3e7637b8109aa
to	Tongan	Latin	modern	moderate	n/a	CAD	Currencies	North America (C)	Northern America: Canada	CAD-name	http://st.unicode.org/cldr-apps/v#/to//784498f5498cb8
to	Tongan	Latin	modern	moderate	n/a	CAD	Currencies	North America (C)	Northern America: Canada	CAD-name-other	http://st.unicode.org/cldr-apps/v#/to//1e05375ecaacdaf
to	Tongan	Latin	modern	moderate	n/a	CDF	Currencies	Middle Africa	Middle Africa: Congo - Kinshasa	CDF-name	http://st.unicode.org/cldr-apps/v#/to//4891018be455cc69
to	Tongan	Latin	modern	moderate	n/a	CDF	Currencies	Middle Africa	Middle Africa: Congo - Kinshasa	CDF-name-other	http://st.unicode.org/cldr-apps/v#/to//9b56f355867e213
to	Tongan	Latin	modern	moderate	n/a	CHF	Currencies	Northern/Western Europe	Western Europe: Switzerland	CHF-name	http://st.unicode.org/cldr-apps/v#/to//2e6c5e67ace2d8d8
to	Tongan	Latin	modern	moderate	n/a	CHF	Currencies	Northern/Western Europe	Western Europe: Switzerland	CHF-name-other	http://st.unicode.org/cldr-apps/v#/to//8a400d99485752f
to	Tongan	Latin	modern	moderate	n/a	CLP	Currencies	South America (C)	South America: Chile	CLP-name	http://st.unicode.org/cldr-apps/v#/to//63fa409e427a9e2f
to	Tongan	Latin	modern	moderate	n/a	CLP	Currencies	South America (C)	South America: Chile	CLP-name-other	http://st.unicode.org/cldr-apps/v#/to//5e626d29b1fb7152
to	Tongan	Latin	modern	moderate	n/a	CNH	Currencies	Eastern Asia (C)	Eastern Asia: China: CNH (offshore)	CNH-name	http://st.unicode.org/cldr-apps/v#/to//7b0abdabba2d296b
to	Tongan	Latin	modern	moderate	n/a	CNH	Currencies	Eastern Asia (C)	Eastern Asia: China: CNH (offshore)	CNH-name-other	http://st.unicode.org/cldr-apps/v#/to//5d6b36f22c5a1078
to	Tongan	Latin	modern	moderate	n/a	CNY	Currencies	Eastern Asia (C)	Eastern Asia: China	CNY-name	http://st.unicode.org/cldr-apps/v#/to//7ee3078a07b28c67
to	Tongan	Latin	modern	moderate	n/a	CNY	Currencies	Eastern Asia (C)	Eastern Asia: China	CNY-name-other	http://st.unicode.org/cldr-apps/v#/to//7635ad6b68b27469
to	Tongan	Latin	modern	moderate	n/a	COP	Currencies	South America (C)	South America: Colombia	COP-name	http://st.unicode.org/cldr-apps/v#/to//4384816445e152e3
to	Tongan	Latin	modern	moderate	n/a	COP	Currencies	South America (C)	South America: Colombia	COP-name-other	http://st.unicode.org/cldr-apps/v#/to//7bb4b3b26acf5143
to	Tongan	Latin	modern	moderate	n/a	CRC	Currencies	North America (C)	Central America: Costa Rica	CRC-name	http://st.unicode.org/cldr-apps/v#/to//1d10ba30f259ab9a
to	Tongan	Latin	modern	moderate	n/a	CRC	Currencies	North America (C)	Central America: Costa Rica	CRC-name-other	http://st.unicode.org/cldr-apps/v#/to//6a88b69a674802bf
to	Tongan	Latin	modern	moderate	n/a	CUC	Currencies	North America (C)	Caribbean: Cuba	CUC-name	http://st.unicode.org/cldr-apps/v#/to//6707f837facdba68
to	Tongan	Latin	modern	moderate	n/a	CUC	Currencies	North America (C)	Caribbean: Cuba	CUC-name-other	http://st.unicode.org/cldr-apps/v#/to//3b0e0a11de7dc6a1
to	Tongan	Latin	modern	moderate	n/a	CUP	Currencies	North America (C)	Caribbean: Cuba	CUP-name	http://st.unicode.org/cldr-apps/v#/to//edaebdc38fc8a84
to	Tongan	Latin	modern	moderate	n/a	CUP	Currencies	North America (C)	Caribbean: Cuba	CUP-name-other	http://st.unicode.org/cldr-apps/v#/to//2de1f52c2f4d8d2e
to	Tongan	Latin	modern	moderate	n/a	CVE	Currencies	Western Africa	Western Africa: Cape Verde	CVE-name	http://st.unicode.org/cldr-apps/v#/to//1e6bb0431df359a7
to	Tongan	Latin	modern	moderate	n/a	CVE	Currencies	Western Africa	Western Africa: Cape Verde	CVE-name-other	http://st.unicode.org/cldr-apps/v#/to//7b7f96c0fcf8863f
to	Tongan	Latin	modern	moderate	n/a	CZK	Currencies	Southern/Eastern Europe	Eastern Europe: Czechia	CZK-name	http://st.unicode.org/cldr-apps/v#/to//44c8cdc2f9a9c75e
to	Tongan	Latin	modern	moderate	n/a	CZK	Currencies	Southern/Eastern Europe	Eastern Europe: Czechia	CZK-name-other	http://st.unicode.org/cldr-apps/v#/to//6ca462cc06f7bd7d
to	Tongan	Latin	modern	moderate	n/a	DJF	Currencies	Eastern Africa	Eastern Africa: Djibouti	DJF-name	http://st.unicode.org/cldr-apps/v#/to//4495e2bf1e62167c
to	Tongan	Latin	modern	moderate	n/a	DJF	Currencies	Eastern Africa	Eastern Africa: Djibouti	DJF-name-other	http://st.unicode.org/cldr-apps/v#/to//30b8621b0fe8578a
to	Tongan	Latin	modern	moderate	n/a	DKK	Currencies	Northern/Western Europe	Northern Europe: Denmark	DKK-name	http://st.unicode.org/cldr-apps/v#/to//75ad2fb4b3b6a98d
to	Tongan	Latin	modern	moderate	n/a	DKK	Currencies	Northern/Western Europe	Northern Europe: Denmark	DKK-name-other	http://st.unicode.org/cldr-apps/v#/to//37a19aed56136b97
to	Tongan	Latin	modern	moderate	n/a	DOP	Currencies	North America (C)	Caribbean: Dominican Republic	DOP-name	http://st.unicode.org/cldr-apps/v#/to//775f6cc1467c86f2
to	Tongan	Latin	modern	moderate	n/a	DOP	Currencies	North America (C)	Caribbean: Dominican Republic	DOP-name-other	http://st.unicode.org/cldr-apps/v#/to//49a2653bf25206b9
to	Tongan	Latin	modern	moderate	n/a	DZD	Currencies	Northern Africa	Northern Africa: Algeria	DZD-name	http://st.unicode.org/cldr-apps/v#/to//45fb098396a8082f
to	Tongan	Latin	modern	moderate	n/a	DZD	Currencies	Northern Africa	Northern Africa: Algeria	DZD-name-other	http://st.unicode.org/cldr-apps/v#/to//10a051db4cd44ee0
to	Tongan	Latin	modern	moderate	n/a	EGP	Currencies	Northern Africa	Northern Africa: Egypt	EGP-name	http://st.unicode.org/cldr-apps/v#/to//7937fecf4e396300
to	Tongan	Latin	modern	moderate	n/a	EGP	Currencies	Northern Africa	Northern Africa: Egypt	EGP-name-other	http://st.unicode.org/cldr-apps/v#/to//38df8adf2faa9738
to	Tongan	Latin	modern	moderate	n/a	ERN	Currencies	Eastern Africa	Eastern Africa: Eritrea	ERN-name	http://st.unicode.org/cldr-apps/v#/to//783e3841293d57b4
to	Tongan	Latin	modern	moderate	n/a	ERN	Currencies	Eastern Africa	Eastern Africa: Eritrea	ERN-name-other	http://st.unicode.org/cldr-apps/v#/to//124eea38c572b03e
to	Tongan	Latin	modern	moderate	n/a	ETB	Currencies	Eastern Africa	Eastern Africa: Ethiopia	ETB-name	http://st.unicode.org/cldr-apps/v#/to//5c8a53d3a7ad1efb
to	Tongan	Latin	modern	moderate	n/a	ETB	Currencies	Eastern Africa	Eastern Africa: Ethiopia	ETB-name-other	http://st.unicode.org/cldr-apps/v#/to//57ef0afbd1d22824
to	Tongan	Latin	modern	moderate	n/a	FKP	Currencies	South America (C)	South America: Falkland Islands	FKP-name	http://st.unicode.org/cldr-apps/v#/to//6396341d356a3fcf
to	Tongan	Latin	modern	moderate	n/a	FKP	Currencies	South America (C)	South America: Falkland Islands	FKP-name-other	http://st.unicode.org/cldr-apps/v#/to//5dde7cc68f9d8f50
to	Tongan	Latin	modern	moderate	n/a	GBP	Currencies	Northern/Western Europe	Northern Europe: United Kingdom	GBP-name	http://st.unicode.org/cldr-apps/v#/to//55b33d7d4a4ddb24
to	Tongan	Latin	modern	moderate	n/a	GBP	Currencies	Northern/Western Europe	Northern Europe: United Kingdom	GBP-name-other	http://st.unicode.org/cldr-apps/v#/to//1b1d1f8db6449871
to	Tongan	Latin	modern	moderate	n/a	GEL	Currencies	Western Asia (C)	Western Asia: Georgia	GEL-name	http://st.unicode.org/cldr-apps/v#/to//5bb7fd56ec415b0
to	Tongan	Latin	modern	moderate	n/a	GEL	Currencies	Western Asia (C)	Western Asia: Georgia	GEL-name-other	http://st.unicode.org/cldr-apps/v#/to//4ea7259a703b7086
to	Tongan	Latin	modern	moderate	n/a	GHS	Currencies	Western Africa	Western Africa: Ghana	GHS-name	http://st.unicode.org/cldr-apps/v#/to//46b93fa2ce4c219e
to	Tongan	Latin	modern	moderate	n/a	GHS	Currencies	Western Africa	Western Africa: Ghana	GHS-name-other	http://st.unicode.org/cldr-apps/v#/to//14db5c372a7d39cc
to	Tongan	Latin	modern	moderate	n/a	GIP	Currencies	Southern/Eastern Europe	Southern Europe: Gibraltar	GIP-name	http://st.unicode.org/cldr-apps/v#/to//3a57427c721eb335
to	Tongan	Latin	modern	moderate	n/a	GIP	Currencies	Southern/Eastern Europe	Southern Europe: Gibraltar	GIP-name-other	http://st.unicode.org/cldr-apps/v#/to//3490eeccd7f3542
to	Tongan	Latin	modern	moderate	n/a	GMD	Currencies	Western Africa	Western Africa: Gambia	GMD-name	http://st.unicode.org/cldr-apps/v#/to//397b627f783fef8a
to	Tongan	Latin	modern	moderate	n/a	GMD	Currencies	Western Africa	Western Africa: Gambia	GMD-name-other	http://st.unicode.org/cldr-apps/v#/to//1869c940ba3480cb
to	Tongan	Latin	modern	moderate	n/a	GNF	Currencies	Western Africa	Western Africa: Guinea	GNF-name	http://st.unicode.org/cldr-apps/v#/to//5a6979e2c1a31321
to	Tongan	Latin	modern	moderate	n/a	GNF	Currencies	Western Africa	Western Africa: Guinea	GNF-name-other	http://st.unicode.org/cldr-apps/v#/to//354f2e3d4c252894
to	Tongan	Latin	modern	moderate	n/a	GTQ	Currencies	North America (C)	Central America: Guatemala	GTQ-name	http://st.unicode.org/cldr-apps/v#/to//261d4169a3dc3d31
to	Tongan	Latin	modern	moderate	n/a	GTQ	Currencies	North America (C)	Central America: Guatemala	GTQ-name-other	http://st.unicode.org/cldr-apps/v#/to//7a211d07b6c8c93d
to	Tongan	Latin	modern	moderate	n/a	GYD	Currencies	South America (C)	South America: Guyana	GYD-name	http://st.unicode.org/cldr-apps/v#/to//2aedd38cb57a4f5
to	Tongan	Latin	modern	moderate	n/a	GYD	Currencies	South America (C)	South America: Guyana	GYD-name-other	http://st.unicode.org/cldr-apps/v#/to//444a4ee890d00eb8
to	Tongan	Latin	modern	moderate	n/a	HKD	Currencies	Eastern Asia (C)	Eastern Asia: Hong Kong SAR China	HKD-name	http://st.unicode.org/cldr-apps/v#/to//4fe1c3e5b4be32ef
to	Tongan	Latin	modern	moderate	n/a	HKD	Currencies	Eastern Asia (C)	Eastern Asia: Hong Kong SAR China	HKD-name-other	http://st.unicode.org/cldr-apps/v#/to//3f69b8470fa3824f
to	Tongan	Latin	modern	moderate	n/a	HNL	Currencies	North America (C)	Central America: Honduras	HNL-name	http://st.unicode.org/cldr-apps/v#/to//9d481a5c9bd48f7
to	Tongan	Latin	modern	moderate	n/a	HNL	Currencies	North America (C)	Central America: Honduras	HNL-name-other	http://st.unicode.org/cldr-apps/v#/to//2f42bec19fb08e05
to	Tongan	Latin	modern	moderate	n/a	HRK	Currencies	Southern/Eastern Europe	Southern Europe: Croatia	HRK-name	http://st.unicode.org/cldr-apps/v#/to//4b4d306f75d64388
to	Tongan	Latin	modern	moderate	n/a	HRK	Currencies	Southern/Eastern Europe	Southern Europe: Croatia	HRK-name-other	http://st.unicode.org/cldr-apps/v#/to//1adceb6c2811f1da
to	Tongan	Latin	modern	moderate	n/a	HTG	Currencies	North America (C)	Caribbean: Haiti	HTG-name	http://st.unicode.org/cldr-apps/v#/to//1ec5cfb0cdae15ad
to	Tongan	Latin	modern	moderate	n/a	HTG	Currencies	North America (C)	Caribbean: Haiti	HTG-name-other	http://st.unicode.org/cldr-apps/v#/to//268e78b4b307ed4d
to	Tongan	Latin	modern	moderate	n/a	HUF	Currencies	Southern/Eastern Europe	Eastern Europe: Hungary	HUF-name	http://st.unicode.org/cldr-apps/v#/to//539e082c17d49876
to	Tongan	Latin	modern	moderate	n/a	HUF	Currencies	Southern/Eastern Europe	Eastern Europe: Hungary	HUF-name-other	http://st.unicode.org/cldr-apps/v#/to//6f622b61cfaf5130
to	Tongan	Latin	modern	moderate	n/a	IDR	Currencies	Southeast Asia (C)	Southeast Asia: Indonesia	IDR-name	http://st.unicode.org/cldr-apps/v#/to//39aeef07e7f1f849
